====================
    02-11-2024     
====================

* bootable/recovery
078aaf8  recovery: Add device codename to recovery screen  [Greg Ross]
66905b6  AutoAODService: Account for disabled doze  [Ido Ben-Hur]
7b5b821  AutoAODService: Add support for mixed time & sun modes [1/2]  [Ido Ben-Hur]
8b9fcec  base: Allow scheduling always on display [1/2]  [Ido Ben-Hur]
e455125  permissions: Add ACCESS_CONTEXT_HUB to systemui permissions whitelist  [minaripenguin]
018f4571  SystemUI: Grant ACCESS_FINE_LOCATION permission  [someone5678]
a4ac27e  data: Add missing systemui permissions  [Pranav Temkar]
d84be8a  SystemUI: Only set dim behind UDFPS if it is actually enabled  [danielml]
6f19c79  SystemUI: Add UDFPS framework dimming support  [cjybyjk]
c444cd1  base: Add DND & Rate settings to flash on call [1/3]  [Ido Ben-Hur]
02b8301  base: Allow to flash on call only when entirely silent [1/3]  [Ido Ben-Hur]
47a8f79  base: Add Flashlight blink on incoming calls [1/3]  [PMS22]
9512ed2  base: Add some static custom utilities  [ezio84]
df4bd60  base: Add ambient pulse notification  [Dhina17]
671c92c  Fix AlarmManager high CPU issue  [Hari Raj Vijayakumar]
1aaadb7  Recycle the original bitmap after scaling down  [Sumedh Sen]
009cbdc  Resize large app icons before adding them in a parcel  [Sumedh Sen]
ea6fb2b  Fix possible NPE in StatusBarIconList causing bootloop  [SpiritCroc]
5789307  Make all activities resizable  [Andy CrossGate Yan]
e0e401e  services: fix weird launcher3 crash  [nift4]
774c438  SystemUI: Reduce keyguard indication text padding  [minaripenguin]
123089e  base: Toggle vertical swipes on Ambient display [1/2]  [Shubham]
646ec0f  SystemUI: config to hide status bar on lock screen [1/2]  [maxwen]
0133ff2  base: Double tap to trigger doze [1/2]  [SKULSHADY]
f9ea821  config: set customizedMaxCachedProcesses to platform default  [John Galt]
00ad7f1  BluetoothControllerImpl: Optimize connected battery level scanning  [minaripenguin]
c1561de  base: Allow disabling refresh rate lowering in battery saver  [Adithya R]
8f2ec5b  base: Introduce Smart 5G service [1/2]  [Adithya R]
95fdf27  FaceService: Conditionally add ParanoidSense  [someone5678]
e941ae7  core: Add ParanoidSense into privacy indicator exemption list  [someone5678]
a832578  Revert "Update battery saver haptics mode"  [Adithya R]
57d2cc8f  usb: Show charging notification only if power brick is disconnected  [Adithya R]
35c8085  [1/2] Allow changing face unlock method when locked  [jhenrique09]
f397049  Fix sfps arrow color in overlay  [jhenrique09]
0658c9a  Add other options to settings injectable mappings  [Chirayu Desai]
106ba45  BatteryStatsViewer: Fix theme  [Michael Bestas]
2f72c31  BatteryStatsViewer: Fix initial activity after launch  [Michael Bestas]
bc9ac67  BatteryStatsViewer: Add summary for IA preference  [Michael Bestas]
f748527  BatteryStatsViewer: Remove some hardcoded strings  [Michael Bestas]
bc971b7  Create IA entry for BatteryStatsViewer  [Oliver Scott]
d5314b2  SystemUI: biometrics: Follow user setting to confirm face unlock  [Pranav Vashi]
85a498d  AppLock: Allow using face unlock for biometric authentication  [Pranav Vashi]
8e78b4b  LockPatternUtils: Decrease minimum pin length for auto confirmation  [Mesquita]
2705921  core: Enable freeform windows assets preloading  [minaripenguin]
abf588b  SystemUI: flags: Enable new privacy dialogue  [aswin7469]
55f9aba  Remove READ_DEVICE_CONFIG checks.  [Ted Bauer]
610d88e  Do not assistant delay for media notifications  [WoongKi Min]
35d1e9d  FaceSense: Vibrate on successful authentication  [Adithya R]
168eddf  derpUtils: Add isPackageAvailable method  [shivatejapeddi]
9098f37  core: Enable freeform/multiple windows feature by default  [minaripenguin]
d5aa45d  SystemUI: Improve ripple animation color  [minaripenguin]
f25fd2d  SystemUI: WifiStandard: Avoid usage of Resources#getIdentifier()  [Dhina17]
368806d  SystemUI: Introduce wifi standard icon feature [1/2]  [minaripenguin]
d292333  SystemUI: Workaround for systemui crash caused by gboard  [minaripenguin]
07a1beb  base: Ambient batterybar color options [1/2]  [pimpmaneaton]
98aa5be  QS Tile: Make QS Ripple animation more prominent  [StarkDroid]
3bf859d  QS Tile: Set ripple color to accent by default  [StarkDroid]
c6604a3  QSTile: More slower & Gradual QS Fade-in/out animation  [StarkDroid]
5a72609  SettingsLib: Handle WifiService being null  [Sebastiano Barezzi]
9c0a97d  UI: Adjust default navbar layouts  [Andy CrossGate Yan]
3b51eeb  SystemUI: unify keyguard font style  [maxwen]
a4997fb  AOD: Sleep when proximity is covered for 3 secs  [PMS22]
df47df3  Fix action bar font family on material themes  [Henrique Silva]
b6d9b8c  SystemUI: Fix toggling lockscreen rotation [1/3]  [Dan Pasanen]
5705f7b  Check ACCELEROMETER_ROTATION_ANGLES for current user  [Tom Pratt]
0d0e644  Configurable 0, 90, 180 and 270 degree rotation  [Ricardo Cerqueira]
a3c8674  development: Address NPE when removing preferences out of developer options  [Alex Cruz]
17399c2  Add support for global cleartext penalties  [Oliver Scott]
35cfa7a  base: SystemUI: Also use TAG to count group notifications  [Ido Ben-Hur]
5c56bad  SystemUI: RecordingService: Fix non dismissing notifications  [Ido Ben-Hur]
1c0872a  SystemUI: screenshot: Group the post action notifications  [Ido Ben-Hur]
7e92dbb  SystemUI: QS Header Image extended settings [1/2]  [elpaablo]
bd5b86f  SystemUI: QS Header Image [1/2]  [minaripenguin]
c0fd6e0  Revert "Flip the lockscreen live wallpaper flag"  [NurKeinNeid]
8c2c7cb  Add required priv-app permissions for SystemUIGoogle  [Pranav Vashi]
7065105  Integrate Pixel framework hooks and wrappers  [minaripenguin]
f716e75  SystemUI: OOS style notification clear all button [1/2]  [00day0]
3e4a8fc  Revert "Deprecate TunerService"  [NurKeinNeid]
a823454  RingtoneManager: Set an default ringtone for the SIM 2  [micky387]
7e7ae8d  base: Phone ringtone setting for Multi SIM device [1/3]  [Ting Yu]
d838fce  SystemUI: Filter out duplicate notification icons on statusbar  [Adithya R]
b2147c8  Back button/gesture is not working with Android 14 easter egg activity.  [Aditya Jadhav]
e102074  Pulse: Fix orientation checks  [minaripenguin]
6da9ab2  Pulse: Prevent systemui-related crashes  [minaripenguin]
a38143b  Pulse: Vertical mirror [1/2]  [TikkiTikki]
dadf9cb  Pulse: Custom gravity and Center mirrored [1/2]  [TikkiTikki]
7a3da84  Pulse: ColorContoller: Fix getting default accent color  [varund7726]
ce59eca  Pulse: Simplify checks and prevent issues  [Pranav Vashi]
daaeb65  Pulse: Implement pulse color based album art [1/2]  [Pranav Vashi]
93d2ca4  Pulse: Detach pulse view only when attached  [Pranav Vashi]
9d033ab  Pulse: Solid renderer round lines [1/2]  [TikkiTikki]
381098a  Pulse: Set current Refresh rate as FPS animation value  [Stallix]
c6204d8  Pulse: Extend to Ambient Screen  [spezi77]
dcdc233  Pulse initial checkin for Android 13 [1/2]  [bigrushdog]
207320e0  base: add API for disabling gestural navigation  [ezio84]
0db6d6d  SystemUI: BatteryStatusChip: Always use dark text  [Kazuki Hashimoto]
260c93b  BatteryStatusChip: Use a lighter background when using light mode  [Kazuki Hashimoto]
1b5feab  SystemUI: Fix QS customizer background color  [Adithya R]
3325b15  SystemUI: Update charger plug-in statusbar chip color  [Adithya R]
e009f93  BiometricScheduler: Cancel operation if not idle  [SagarMakhar]
e614ec1  base: fix wake on unplug also for wireless charging  [maxwen]
4c2eeb1  base: Don't use AOSP QS fling animation boost impl when CLO boost is enabled  [someone5678]
e0f1a2d  SystemUI: QS fling animation boost  [minaripenguin]
1743cc1  SystemUI: Port statusbar brightness control  [Alberto97]
ec227de  SystemUI: screenshot: Add delete and share notification actions  [Ido Ben-Hur]
5175df0  SystemUI: screenshot: Also post a notification with a preview  [Ido Ben-Hur]
e930c93a  base: Add a notification for percentage based battery saver  [Ido Ben-Hur]
72ee50c  fw/b: Squash import NetworkTraffic  [Jon Haus]
5611299  base: BluetoothDialog: Don't ever show non paired devices  [Ido Ben-Hur]
cb07170  SystemUI: BluetoothDialog: Sort devices by last connection time  [Ido Ben-Hur]
f5a5098  Fix UDFPS icon and progress while enrolling  [Tobias Merkel]
7f94446  Replace ":strings" with "strings"  [Jonathan Scott]
6356d18  ParanoidSense: Adapt to Android 14 QPR1  [someone5678]
a3bf5f3  SystemUI: Fix status bar lyric overlapping with the center clock  [LibXZR]
301b30c  [SQUASHED] base: Add status bar lyric for Android 14  [cjybyjk]
0474a3a  Allow lid to send a generic COVER_CHANGED broadcast  [jrior001]
a0f89e3  Settings: Add back option to pass swipe-up-to-unlock  [Sam Mortimer]
6ae6014  base: Add support for window ignore secure  [LibXZR]
83fb81d  TwilightService: Save and use last fetched location  [Ido Ben-Hur]
b6a7b48  TwilightService: Use temporary TwilightState when location is not available  [rituj]
c4d6584  SystemUI: Allow using 4G icon instead of LTE [1/2]  [Pranav Vashi]
9d48a75  SystemUI: Option to disable Data Disabled Indicator icon [1/2]  [varund7726]
c69138b  Add Launcher3 permissions  [xyyx]
809c9ae  SystemUI: Make isLargeScreen() use correct API for getting window metrics  [LuK1337]
4480630  SystemUI: Add API for runtime taskbar config  [Danny Lin]
ed212ed  base: Don't allow setting 0 to volume dialog timeout [1/2]  [Ido Ben-Hur]
8d324c8  QuickStatusBarHeader: Add date & battery click actions  [Ido Ben-Hur]
372f1a66  CutoutFullScreenController: force full screen important apps  [hydrangea07]
819b9ae  base: Force fullscreen for Google Dialer  [cjh1249131356]
c44ea4f  base: Implement cutout force full screen [1/2]  [jhenrique09]
60990cf  SystemUI: Implement face unlock recognition text  [minaripenguin]
a920fc1  KeyguardBouncer: Don't delay showing if face auth running  [jhenrique09]
6891687  WalletActivity: Don't explicity request face auth  [jhenrique09]
25a887f  SystemUI: Reset face auth on occluding app when authenticated  [jhenrique09]
c525670  SystemUI: use simple check for isFaceDisabled  [Ali B]
14aa238  base: Initial SenseProvider for FaceSense service  [Chris Crump]
ffcd1b0  SystemUI: Transparent QS customization [1/2]  [spkal01]
3c6c11b  SystemUI: Make QS footer background transparent  [NurKeinNeid]
0e8a82a  SystemUI: Match footer actions background with notifications background  [str-br]
bfddf53  SystemUI: Apply surface color to brightness icons  [Harsh  Pal]
551cca3  Follow Dark/Light theme for Safe Mode dialog  [Pulkit077]
4b6bdf8  UI: Follow Monet and light/dark theme in user 1 icon  [Andy CrossGate Yan]
31a0ae6  base: Set ic_avatar_user and ic_avatar_guest_user to follow system accent  [elpaablo]
4911bd2  fwb: Fix navigation bar button hit testing  [SahilSonar]
0224e0e  SystemUI: use default dialogCornerRadius for qs customize title  [maxwen]
c470b09  cmds: bootanimation: -O3  [Simao Gomes Viana]
cb982e4  Follow Day/Night in statusbar avatar chip  [Trishiraj]
a510cea  SystemUI: Switch notification background to monet on heads up  [DillerOFire]
16450f8  AudioService: Guard against OOB in ringer mode cycle  [Ido Ben-Hur]
30335cc  base: Choose which ringer modes to cycle with the gesture [1/2]  [Ido Ben-Hur]
d705a76  AudioService: Cancel old toasts when switching ringer mode  [Ido Ben-Hur]
0469ee9  base: Add option to cycle through ringer modes [1/2]  [rituj]
09aecc8  base: Allow customizing volume dialog timeout [1/2]  [Ido Ben-Hur]
b8221dd  AudioService: Remove Analog Dock from fixed-volume devices  [Vachounet]
a3b7fad  BatteryService: Add support for battery Moto Mods  [Vachounet]
fd0a58f7  services: Whitelist Nfc Service from clipboard toasts  [AshutoshSundresh]
3064363  DerpSpaceTile: make us secure  [Ali B]
e84f112  DerpSpaceTile: Make default state active  [NurKeinNeid]
63f12a3  DerpSpaceTile: Don't support long press if Updater is not bundled  [George Zacharia]
40fc37a  SystemUI: Add DerpSpace Tile  [Ali B]
4f28cdb  SystemUI: Use secondary label for language QS tile  [Anushek Prasal]
f87ba14  QS: Locale Tile  [SpiritCroc]
cba20dc  SystemUI: Add Sound search tile  [ezio84]
711b1e1  SystemUI: Add Screenshot tile  [ShevT]
e2bdbf4  View: Prevent NPEs when initiating surface drag  [minaripenguin]
2101f52  Fix NPE when pip onAnimationEnd  [wangdongdong6]
a11df00  QSPanel: Fix NPE in updateViewPositions()  [Pranav Vashi]
639fe2e  Fix getRootTask may be null led to client NPE  [Roc Penny Young]
858cf3e  Fix NullPointerException in GestureDetector  [Arnab Sen]
9f584f6  Check for null ferr  [Pawan Wagh]
fab6f7f  hwui: Prevent a null pointer on renderthread  [minaripenguin]
63d14e6  hwui: Add NULL pointer check in AnimatorManager::pushStaging  [Phạm Tiên Sinh]
38df936  Fix task info null crash  [ot903107]
5c69902  ConfigurationController: Prevent app crash on orientation change  [minaripenguin]
4d8ab59  display: Handle zero auto brightness adjustment  [Adithya R]
92eba72  QRCodeScannerController: Use Lens as fallback activity  [Nauval Rizky]
2ae2632  Make sensor block package list configurable [1/2]  [Hikari-no-Tenshi]
ccd3cad  base: Add Accelerometer and Linear Acceleration sensors in blocking list  [HolyAngel]
5ffec3b  Settings: make SensorBlock readable by non-system apps  [Ali B]
4c655ee  FWB: Sensor block per-package switch (1/2)  [LorDClockaN]
0f371f4  SystemSensorManager: sensor block per-package  [Simao Gomes Viana]
592de83  SystemUI: Fix Biometric dialog corner radius  [Anushek Prasal]
2d656f7  SystemUI: Introduce Adaptive Playback [1/2]  [Jyotiraditya]
b4ad1f33  PowerUI: Mute logcat spam.  [spezi77]
320682b  EnhancedEstimates: Get estimates from Device Health Services  [Jason Edson]
fd1e8ed  SystemUI: Optional bouncer user switcher [1/2]  [minaripenguin]
581f9e6  QS Kill button: Remove dependency for toggle  [StarkDroid]
5ef449f  base: Allow toggling floating rotation button [1/2]  [Ido Ben-Hur]
05a1024  SystemUI: add FloatingRotationButton for hw-key devices  [Michal Pražák]
623fbf3  Ambient music: pulse on new music tracks and Now Playing info [1/2]  [ezio84]
327ce9d  SystemUI: Integrate Google Lens into Screenshot UI  [AshutoshSundresh]
7c1f376  SystemUI: Allow disabling clipboard overlay [1/2]  [Adithya R]
634d50a  Add kill button to notification guts [1/2]  [Daniel Koman]
3b7d1e9  SystemUI: Optional haptic feedback on back gesture [1/2]  [DennySPb]
08b4829  Allow to hide arrow for back gesture [1/2]  [Ali B]
ac8bbde  EdgeBackGestureHandler: Change back gesture height intervals  [Anushek Prasal]
71f9d4d  Allow changing back gesture height [1/2]  [maxwen]
4d74b16  Allow disabling qs on secure lockscreen [1/2]  [jhonboy121]
5f6b1df  SystemUI: Add support for timeout-reboot  [Luca Stefani]
d0adaec  Global VPN feature  [Oliver Scott]
e98f07c  SystemUI: Add Compass tile  [Roman Birg]
79e89c6  SoundTile: Open settings on long click  [Adithya R]
472b7c3  SystemUI: Add Sound tile to Quick Settings  [Yoshinori Hirano]
2918e27  Add deep sleep info to uptime preference  [maxwen]
59ed411  SystemUI: Introduce Data Switch QS Tile  [Christian Oder]
e6e27ab  SystemUI: Add VPNTethering tile  [Mohammad Hasan Keramat J]
fbd2110  base: Allow customizing default notification vibration pattern [1/2]  [Ido Ben-Hur]
cfb873d  base: Custom vibration pattern per notification channel [1/2]  [Ido Ben-Hur]
5429531  base: Have a proper validator for custom ringtone vibration pattern  [Ido Ben-Hur]
d21c485  base: Allow choosing a custom vibration pattern [1/3]  [Ido Ben-Hur]
65b2905  base: Add vibration patterns from OOS [1/3]  [rituj]
c178e97  base: make per-app work with multi audio focus  [El Dainosor]
313294a  SystemUI: Update App volume icon  [yukiscape]
9a747b7  base: support per-app volume [2/3]  [cjybyjk]
7b4280a  QS: Open WifiPanel on LongClick  [sb6596]
7040f5f  QS: Add and use Mobile Data panel  [Joe Maples]
6942b0d  SystemUI: Redraw display cutout on overlay changes  [Adithya R]
0838faf  base: use a double click effect for charging if there is no amplitude control support  [jhonboy121]
ab12cfa  SystemUI: add back BluetoothController::getDevices  [Tobias Merkel]
112f155  SystemUI: Move bluetooth dialog creation to LongClick method  [minaripenguin]
4589d34  SystemUI: Implement Bluetooth dialog  [Adithya R]
8e99e87  Screenrecord: Dismiss notification on stop  [Lostark13]
f3d5c2c  Screenrecord: Save preferences for permission dialog  [Pranav Vashi]
ee68dfb  Screenrecord: Add an option to use HEVC  [Ido Ben-Hur]
1daa1b2  Screenrecord: Allow to reduce 3 second screen record timer  [maitreya29]
814ac5f  Screenrecord: Add an option to record for longer  [Ido Ben-Hur]
14e8837  Screenrecord: Make low quality bitrate scalable per device  [Ido Ben-Hur]
9fdb6b2  Screenrecord: Save and load set preferences  [Ido Ben-Hur]
2566850  Screenrecord: Remember last used blinking dot position  [Ido Ben-Hur]
512d82c98  Screenrecord: add blinking stop dot and low quality options  [ezio84]
3e55752  Screenrecord: Allow to select AVC codec profile level  [iusmac]
f0059b5  Screenrecord: Allow limiting the max framerate  [Kuba Wojciechowski]
e1f9675  SystemUI: Add delete action to screen recorder notification  [Sourajit Karmakar]
84b65c5  SystemUI: Fix QS customizer corner radius  [Pranav Vashi]
53644f1  SidefpsController: Apply ScaleFactor to sensorLocationY  [Luofan Chen]
7e0610b  DisplayUtils: Introduce getScaleFactor  [AnierinB]
a1efb27  GameManagerService: Set device_config property on behalf of GameSpace  [Dhina17]
929c9f9  fixup! GameSpace for 14 QPR1  [aswin7469]
fc8a538  SystemUI: Add support for GameSpace  [Nauval Rizky]
e6de367  SystemUI: Export RecordingService for External Usage  [cjybyjk]
9557034  systemui: Refresh qs header onThemeChange  [El Dainosor]
4ea4a58  SystemUI: Reload theme only if black theme is enabled  [Adithya R]
4e558fb  SystemUI: Add monet customization [1/2]  [Ido Ben-Hur]
00ebb0a  SystemUI: Introduce dynamic lockscreen clock spacing  [minaripenguin]
6f1681f  SystemUI: Ignore font padding for large ls clock  [minaripenguin]
1f37284  base: Add support for Lockscreen clock fonts  [El Dainosor]
25c32cb  Reload navbar icons on changing style [1/2]  [Pranav Vashi]
ccf2ab4  ThemeOverlayApplier: Add support for navbar styles  [NurKeinNeid]
35c28b3  Add reticker notifications feature [SQUASHED]  [Dil3mm4]
f4ae02e  Statusbar Clock background chip [1/2]  [StarkDroid]
2250108  base: Add a toggle for secure tiles on keyguard [1/2]  [Ido Ben-Hur]
dffd690  base: Introduce app lock [1/4]  [jhonboy121]
0b151cf  SettingsProvider: grant device config permissions  [Ali B]
23f4d86  base: add missing device config permissions for settings  [Ali B]
abdaf30  SystemUI: Internet tile: Allow long-pressing on mobile network  [Michael W]
3901af4  SystemUI: Fix summary of hotspot toggle dialog  [lindwurm]
3a9b8d5  SystemUI: Add hotspot toggle in QS internet dialog  [Adithya R]
ebd2df2  Add DerpSpace CategoryKey  [XlxFoXxlX]
836a629  base: Data icon style [1/3]  [rezaadi0105]
3b8f2e1  SystemUI: Add brightness slider styles [1/3]  [SamarV-121]
763416e  ThemeOverlayApplier: Apply wifi and signal icon styles last  [Pranav Vashi]
077643d  ThemeOverlayApplier: Catch a potential NPE  [spezi77]
4fc0675  ThemeUtils: Make it compatible for all targets  [Pranav Vashi]
35ec60b  Bring back ThemeUtils for Theming  [sb6596]
19c740f  SystemUI: Allow disabling ripple effect on unlock [1/2]  [Rishawn]
f620b13  Fingerprint authentication vibration [1/2]  [beanstown106]
ca24e53  Fix disabling power menu completely on secured locscreen  [Pranav Vashi]
e80ff49  base: Make wired charging animation follow settings too  [cjh1249131356]
d4c8054  base: Add toggle to disable charging animation [1/2]  [Anushek Prasal]
f6c82df  charging: Allow using vibration without sounds  [xyyx]
6b81464  SystemUI: Disable all-caps for smart reply button text  [Adithya R]
b39cc80  Add interpolators to qs tiles animation [1/2]  [Nico60]
2c9d954  Add animations to quick settings tiles [1/2]  [Nico60]
f159d02  SystemUI: Use click effect instead of duration for haptic feedback for QSTile  [Krishnakant Shedge]
2646e34  QuickSettings: Add Haptic Feedback to tiles [1/2]  [Evisceration]
cd54e64  SystemUI: Launch power menu from QS only if enabled  [DarkJoker360]
365d1cd  Hide power menu on secure lockscreen [1/2]  [Altaf-Mahdi]
bb1871b  Reduce ContrastColorUtil logspam  [minaripenguin]
e68dbdd  ColorUtils: Prevent crash if alpha component is translucent  [Pranav Vashi]
2964975  NotificationShade: Make blur crossfading more gradual  [Danny Lin]
141e449  Ship semi-similar blur without patching HWUI  [nift4]
e22e622  SystemUI: Blurs: allow blur even when GFX acceleration is disabled  [Pulkit077]
0a4f3d1  blur: Bump SystemUI blur radius to 175 px  [Danny Lin]
d37e742  GlobalActionsDialog: Enable blur behind via window flags  [Dhina17]
bec3b20  GlobalActionsDialog: Remove transparency  [Dhina17]
12970fb  GlobalActionsDialog: Set dim only when blur is enabled  [Dhina17]
8e6d842  SystemUI: make power menu lite translucent + floating  [nift4]
77e9980  SystemUI: Blur the power menu  [Elluzion]
417ea95  base: Use wireless charging animation for wired charging too  [Anushek Prasal]
d17129a  SystemUI: Use lighter material you shades for charging animation  [minarypenguin]
1321bcb  SystemUI: Use color accent for charging animation  [Genkzsz11]
9833305  keyguard: Actually kill Fancy Colon  [Joe Maples]
8d69f8d  SystemUI: Fix keyguard user avatar margins  [strwbrry143]
3398982  SystemUI: refresh system icons on theme change  [Tobias Merkel]
d47dc4a  SystemUI: Do not duplicate SPN and PLMN in network name  [Adithya R]
93dc096  SystemUI: Forward port 'HD & wifi calling statusbar icons'  [Dhina17]
